duration,actor_2_name,genres,actor_1_name,actor_3_name,plot_keywords,budget,success_label,director_name,movie_title
114.0,Simón Andreu,Thriller,Takuya Kimura,Shawn Yue,gangster|hong kong|missing person|missing son|serial killer,18000000.0,0,Tran Anh Hung,I Come with the Rain 
121.0,Joaquim de Almeida,Action|Drama|History|Romance|War|Western,Tom Berenger,Mark Moses,american|battalion|catholic|mexican|sergeant,11350000.0,0,Lance Hool,One Man's Hero 
87.0,John Amplas,Horror,Greg Nicotero,Joseph Pilato,bunker|experiment|military|research|scientist,3500000.0,1,George A. Romero,Day of the Dead 
92.0,Rebecca De Mornay,Action|Crime|Drama|Thriller,Sam Trammell,Amanda Schull,conspiracy|female scientist|mugging|police detective|tattoo,18000000.0,0,Chuck Russell,I Am Wrath 
105.0,Catherine McCormack,Action|Animation|Sci-Fi|Thriller,Romola Garai,Kevork Malikyan,future|kidnapping|missing file|paris france|year 2054,14000000.0,1,Christian Volckman,Renaissance 
90.0,Landon Liboiron,Drama|Western,Demi Moore,Michael Wincott,,11000000.0,0,Jon Cassar,Forsaken 
89.0,Brigitte Nielsen,Action|Adventure|Fantasy,Ernie Reyes Jr.,Sandahl Bergman,cult film|psychotronic|sword and sorcery|talisman|warrior,17900000.0,0,Richard Fleischer,Red Sonja 
114.0,Toby Jones,Drama|Horror|Mystery|Thriller,Robert De Niro,Craig Roberts,fraud|physicist|psychic|skeptic|tailing,14000000.0,0,Rodrigo Cortés,Red Lights 
119.0,Joe Lo Truglio,Comedy,Emma Stone,Kevin Corrigan,black comedy|bromance|party|school|teen comedy,20000000.0,1,Greg Mottola,Superbad 
103.0,Keshia Knight Pulliam,Comedy|Crime|Drama,Vanessa Ferlito,Derek Luke,adaptation directed by original author|cross dressing|madea series|remake|sequel,,0,Tyler Perry,Madea Goes to Jail 
91.0,Jennifer Hale,Action|Horror,Jason Momoa,Stephen McHattie,bar|female nudity|murder|small town|werewolf,18000000.0,0,David Hayter,Wolves 
98.0,Mari Koda,Drama|Music|Musical|Romance,Cassie Ventura,Luis Rosado,audition|dance|kissing in the rain|student|subway,23000000.0,0,Jon M. Chu,Step Up 2: The Streets 
80.0,Chazz Palminteri,Action|Animation|Comedy|Crime|Family,Anne Hathaway,Jim Belushi,animal|axe|red riding hood|wolf|woodsman,17500000.0,0,Cory Edwards,Hoodwinked! 
121.0,Sophie Okonedo,Drama|History|War,Don Cheadle,Hakeem Kae-Kazim,atrocity|central africa|ethnic warfare|united nations peace keeping force|united nations soldier,17500000.0,1,Terry George,Hotel Rwanda 
94.0,Dougray Scott,Action|Crime|Drama|Thriller,Henry Ian Cusick,Ulrich Thomsen,hitman|impersonation|see through dress|topless female nudity|woman on top,24000000.0,0,Xavier Gens,Hitman 
93.0,Mary J. Blige,Drama|Family|Music|Musical,Jennifer Hudson,Vondie Curtis-Hall,based on stage musical|based on the bible|christmas|color in title|nativity,17500000.0,0,Kasi Lemmons,Black Nativity 
93.0,50 Cent,Action|Thriller,Bruce Willis,Jessica Lowndes,assassin|fight|mechanic|rescue|rival,18000000.0,0,Brian A Miller,The Prince 
116.0,Shawn Andrews,Crime|Drama|Thriller,Kirk Fox,Rob Campbell,bag over head|buddhist temple|loss of friend|male bonding|nightclub,17500000.0,0,Matt Dillon,City of Ghosts 
101.0,Elaine Cassidy,Fantasy|Horror|Thriller,Fionnula Flanagan,Eric Sykes,curtain|haunting|mansion|mute|xeroderma pigmentosum,17000000.0,1,Alejandro Amenábar,The Others 
154.0,Carrie Henn,Action|Adventure|Sci-Fi,Michael Biehn,Jenette Goldstein,alien|human versus alien|monster|rescue mission|space marine,18500000.0,1,James Cameron,Aliens 
170.0,Rex Harrison,Drama|Family|Musical|Romance,Jeremy Brett,Theodore Bikel,colonel|flower girl|professor|street|wager,17000000.0,1,George Cukor,My Fair Lady 
99.0,Sarah Michelle Gellar,Horror|Mystery|Thriller,Muse Watson,Anne Heche,beach|corpse|fourth of july|overalls|revenge,17000000.0,0,Jim Gillespie,I Know What You Did Last Summer 
104.0,Damon Wayans Jr.,Comedy,Rob Riggle,James D'Arcy,friendship between men|impersonating a police officer|mobster|party|police officer,17000000.0,0,Luke Greenfield,Let's Be Cops 
126.0,Patrick Gallagher,Adventure|Comedy|Drama|Romance,Virginia Madsen,M.C. Gainey,actor|california|teacher|wine|writer,12000000.0,1,Alexander Payne,Sideways 
110.0,Owain Yeoman,Comedy,Chris Moss,Jay Chandrasekhar,beer|competition|germany|oktoberfest|prostitute,17500000.0,0,Jay Chandrasekhar,Beerfest 
101.0,Donald Pleasence,Horror|Thriller,Jamie Lee Curtis,P.J. Soles,halloween|masked killer|michael myers|slasher|trick or treat,300000.0,1,John Carpenter,Halloween 
80.0,Tony Chiu Wai Leung,Action|Adventure|History,Jet Li,Maggie Cheung,china|flying|king|palace|sword,31000000.0,1,Yimou Zhang,Hero 
87.0,Molly Shannon,Comedy|Drama|Family|Fantasy|Sci-Fi,Liam Aiken,Kevin Nealon,dog|friend|neighborhood|planet|star,17000000.0,0,John Hoffman,Good Boy! 
123.0,Sanaa Lathan,Comedy|Drama,Harold Perrineau,Eddie Cibrian,childbirth|christmas|gay slur|infidelity|punched in the nose,17000000.0,1,Malcolm D. Lee,The Best Man Holiday 
109.0,Common,Action|Crime|Drama|Thriller,Ryan Reynolds,Alex Rocco,casino|fbi|mafia|mob hit|sniper,17000000.0,1,Joe Carnahan,Smokin' Aces 
90.0,Gina Holden,Horror|Mystery,Costas Mandylor,Betsy Russell,blood splatter|self help guru|sequel|support group|survivor,20000000.0,0,Kevin Greutert,Saw 3D: The Final Chapter 
96.0,Vinessa Shaw,Comedy|Romance,Emmanuelle Vaugier,Paulo Costanzo,female on male rape|lent|male rear nudity|masturbation|sex,17000000.0,0,Michael Lehmann,40 Days and 40 Nights 
125.0,Olivia Wilde,Action|Adventure|Sci-Fi,Jeff Bridges,James Frain,arcade|bridge|disappearance|escape|warrior,170000000.0,1,Joseph Kosinski,TRON: Legacy 
82.0,Chris Kattan,Comedy|Music|Romance,Will Ferrell,Dan Hedaya,1990s|bar|car accident|nightclub|whipped cream,17000000.0,0,John Fortenberry,A Night at the Roxbury 
86.0,Mary-Kate Olsen,Drama|Fantasy|Romance,Alex Pettyfer,Erik Knudsen,love|maid|newscaster|student|tutor,17000000.0,0,Daniel Barnz,Beastly 
108.0,Greg Nicotero,Horror,Dan Byrd,Vinessa Shaw,desert|horror movie remake|murder of family|rape|slasher,15000000.0,0,Alexandre Aja,The Hills Have Eyes 
98.0,Jenna Boyd,Comedy,Kevin Grevioux,Mary McCormack,dental braces|dental headgear|former child star|panties|white panties,17000000.0,0,Sam Weisman,Dickie Roberts: Former Child Star 
129.0,Valente Rodriguez,Biography|Drama|Sport,Morgan Saylor,Diana Maria Riva,coach|high school|place name in title|school|student,17000000.0,1,Niki Caro,"McFarland, USA "
99.0,Loretta Devine,Comedy,Brandon T. Jackson,Shad Moss,block party|eurocopter ec120 colibri|fortune cookie|lottery ticket|reverend,,0,Erik White,Lottery Ticket 
105.0,Adam Boyer,Comedy|Crime|Drama|Music|Romance,T.I.,Malika,high school|rollerskating rink|spelman college|twin|voice over narration,,0,Chris Robinson,ATL 
112.0,Hana Mae Lee,Comedy|Music|Romance,Anna Kendrick,Ben Platt,a cappella|competition|dj|female protagonist|lesbian,17000000.0,1,Jason Moore,Pitch Perfect 
108.0,Brian Dennehy,Comedy|Drama|Romance|Sport,Marc Blucas,Bruce Davison,baseball|baseball player|night|rivalry|summer,34000000.0,0,Michael Tollin,Summer Catch 
121.0,Bridget Fonda,Crime|Drama|Thriller,Gary Cole,Chelcie Ross,bag of money|found money|minnesota|screenplay adapted by author|snow,17000000.0,1,Sam Raimi,A Simple Plan 
89.0,Ethan Embry,Horror|Mystery|Thriller,Alexander Gould,Marc Blucas,darkness|friend|kiss|nightmare|suicide,17000000.0,0,Robert Harmon,They 
89.0,Larry the Cable Guy,Comedy|Romance,Thomas F. Wilson,Megyn Price,diner|food poisoning|health inspector|restaurant|undercover,4000000.0,0,Trent Cooper,Larry the Cable Guy: Health Inspector 
73.0,Kevin Clash,Adventure|Comedy|Family|Fantasy|Musical,Vanessa Williams,Caroll Spinney,based on tv series|blanket|box office flop|rescue|sesame street,17000000.0,0,Gary Halvorson,The Adventures of Elmo in Grouchland 
132.0,Lili Taylor,Crime|Drama|Thriller,Don Cheadle,Armando Riesco,catholic|corrupt cop|new york city|police detective|police officer killed,17000000.0,1,Antoine Fuqua,Brooklyn's Finest 
154.0,David Niven,Action|Adventure|Drama|History|War,Ava Gardner,John Ireland,ambassador|boxer rebellion|china|colonialism|peking china,9000000.0,1,Nicholas Ray,55 Days at Peking 
96.0,Elizabeth Blackmore,Horror,Lou Taylor Pucci,Ellen Sandweiss,book of the dead|demon|h.p. lovecraft|lesbian kiss|promise,17000000.0,0,Fede Alvarez,Evil Dead 
98.0,Harland Williams,Comedy|Romance,Nia Vardalos,Rachel Dratch,greece|greek|tour bus|tour guide|tourist,17000000.0,0,Donald Petrie,My Life in Ruins 
107.0,Dennis Quaid,Comedy|Music,Judy Greer,Chris Klein,chief of staff|contest|president|singing|terrorist,19000000.0,0,Paul Weitz,American Dreamz 
134.0,Margot Kidder,Action|Adventure|Family|Sci-Fi,Jim Broadbent,William Hootkins,box office flop|dc comics|hair|nuclear disarmament|superman,17000000.0,0,Sidney J. Furie,Superman IV: The Quest for Peace 
94.0,Clé Bennett,Drama,DeRay Davis,Conrad Coates,dance|dance contest|loss of sister|step dancing|teenager,,0,Ian Iqbal Rashid,How She Move 
122.0,Chazz Palminteri,Action|Crime|Drama|Thriller,Paul Walker,Ivana Milicevic,adult child friendship|corrupt cop|fistfight|gangster|thug,17000000.0,1,Wayne Kramer,Running Scared 
128.0,Jeremy Northam,Biography|Drama|Romance|Sport,Aidan Quinn,Paul Freeman,colon in title|competition|five word title|golf|temper,,1,Rowdy Herrington,Bobby Jones: Stroke of Genius 
97.0,Paul Freeman,Adventure|Crime|Drama|Romance,Victor Wong,Clyde Kusatsu,china|missionary|opium|villain|year 1937,17000000.0,0,Jim Goddard,Shanghai Surprise 
110.0,Eddie Marsan,Drama|Mystery|Romance|Thriller,Rufus Sewell,Jake Wood,duchess|illusionist|magician|prince|supernatural power,16000000.0,1,Neil Burger,The Illusionist 
102.0,Melanie Griffith,Adventure|Horror|Thriller,Tippi Hedren,Zakes Mokae,chase|dead man|jungle|killing a lion|killing a tiger,17000000.0,0,Noel Marshall,Roar 
98.0,David Murray,Biography|Crime|Drama|Thriller,Brenda Fricker,Gerard McSorley,criminal|drug lord|gunshot|irish|journalist,17000000.0,1,Joel Schumacher,Veronica Guerin 
120.0,Brady Corbet,Crime|Drama|Romance|Thriller,Josh Hutcherson,Carlos Bardem,colombia|dream|love|surfer|village,17000000.0,0,Andrea Di Stefano,Escobar: Paradise Lost 
160.0,Curtis Armstrong,Comedy|Mystery|Sci-Fi|Thriller,Janeane Garofalo,Chris Andrew Ciulla,amnesia|boxer|conspiracy|police|porn star,17000000.0,0,Richard Kelly,Southland Tales 
80.0,Jess Harnell,Adventure|Animation|Family|Fantasy,Rob Paulsen,Mary Mouser,cgi film|computer animation|dragon|hunter,11000000.0,0,Guillaume Ivernel,Dragon Hunters 
91.0,Jan-Michael Vincent,Sci-Fi,George Peppard,Paul Winfield,cockroach|desert|ghost town|giant spider|travel,17000000.0,0,Jack Smight,Damnation Alley 
83.0,Rick Gomez,Horror|Thriller,Julianna Guill,Tim Williams,e mail|evil spirit|experiment|fear|supernatural,17000000.0,0,Todd Lincoln,The Apparition 
102.0,Jamie Lee Curtis,Comedy|Drama|Family|Romance,Macaulay Culkin,Griffin Dunne,best friend|funeral|girl|overalls|summer,16500000.0,1,Howard Zieff,My Girl 
122.0,Ty Burrell,Biography|Drama|Romance,Robert Downey Jr.,Matt Servitto,character name in title|diane arbus|male full frontal nudity|photographer|pubic hair,16800000.0,0,Steven Shainberg,Fur: An Imaginary Portrait of Diane Arbus 
110.0,Eddie Marsan,Drama|Mystery|Romance|Thriller,Rufus Sewell,Jake Wood,duchess|illusionist|magician|prince|supernatural power,16000000.0,1,Neil Burger,The Illusionist 
126.0,Tamara Tunie,Crime|Drama,Hal Holbrook,James Karen,1980s|argument|critique of capitalism|f word|fired from the job,15000000.0,1,Oliver Stone,Wall Street 
136.0,Kate Winslet,Drama|Romance,Alan Rickman,Tom Wilkinson,1810s|female protagonist|horseback riding|inheritance|three word title,16500000.0,1,Ang Lee,Sense and Sensibility 
120.0,Julie Walters,Biography|Drama|Romance,Anne Hathaway,Laurence Fox,country estate|jane austen|lady|love|writing,16500000.0,1,Julian Jarrold,Becoming Jane 
108.0,Matt Long,Comedy|Romance,Danny Strong,Samm Levine,college|college girl|female protagonist|sorority|sorority house,16500000.0,0,Joe Nussbaum,Sydney White 
126.0,Kim Dickens,Drama,Frances Fisher,Ron Eldard,auction|home|house|iranian|marriage,15000000.0,1,Vadim Perelman,House of Sand and Fog 
128.0,Josh Charles,Comedy|Drama,Robin Williams,Kurtwood Smith,education|english teacher|poet|professor|student,16400000.0,1,Peter Weir,Dead Poets Society 
113.0,Mike Starr,Comedy,Lauren Holly,Teri Garr,briefcase full of money|character repeating someone else's dialogue|character says i love you|friendship|reference to cinderella,16000000.0,1,Peter Farrelly,Dumb & Dumber 
89.0,Gretchen Palmer,Comedy|Drama|Romance,Bruno Kirby,Harley Jane Kozak,friendship|love|male female friendship|new york|sex,16000000.0,1,Rob Reiner,When Harry Met Sally... 
129.0,James Mason,Drama,Charlotte Rampling,Jack Warden,archdiocese|court|hospital|lawyer|malpractice,16000000.0,1,Sidney Lumet,The Verdict 
94.0,Rachel Blanchard,Comedy,Ethan Suplee,Paulo Costanzo,blonde|college|friend|highway travel|road trip,15600000.0,0,Todd Phillips,Road Trip 
106.0,Ron Lester,Comedy|Drama|Romance|Sport,Paul Walker,Mark Walters,coach|coyote|popularity|quarterback|texas,16000000.0,0,Brian Robbins,Varsity Blues 
100.0,Ed Lauter,Comedy|Drama|Romance,Bérénice Bejo,Beth Grant,1920s|jack russell terrier|modern silent movie|movie star|movie studio,15000000.0,1,Michel Hazanavicius,The Artist 
89.0,Atticus Shaffer,Drama|Fantasy|Horror|Mystery|Thriller,Gary Oldman,Rachel Brosnahan,babysitting|experiment|nightmare|possession|twin,16000000.0,0,David S. Goyer,The Unborn 
94.0,Bill Murray,Adventure|Comedy|Drama|Romance,Bruce Willis,Bob Balaban,1960s|boy scouts|boy scouts camp|coming of age|young love,16000000.0,1,Wes Anderson,Moonrise Kingdom 
83.0,Jordana Brewster,Horror,Matt Bomer,Lew Temple,cannibal|car accident|leatherface|psychopath|slaughterhouse,16000000.0,0,Jonathan Liebesman,The Texas Chainsaw Massacre: The Beginning 
111.0,Vincent Walsh,Drama,Clive Russell,Finn Ireland,based on novel,18500000.0,0,Cyrus Nowrasteh,The Young Messiah 
80.0,Kenan Thompson,Comedy|Family,Jennifer Esposito,James Brolin,disguise|mask|master of disguise|restaurant|waiter,16000000.0,0,Perry Andelin Blake,The Master of Disguise 
112.0,Maribel Verdú,Drama|Fantasy|War,Ivana Baquero,Sergi López,fairy|fairy tale|faun|princess|spain,13500000.0,1,Guillermo del Toro,Pan's Labyrinth 
60.0,Jessika Van,Drama|Fantasy|Mystery|Thriller,Joel Courtney,Riley Smith,,,0,,The Messengers             
94.0,Angus T. Jones,Action|Comedy|Crime|Family,Leslie Bibb,Paul Sorvino,boy|fbi|mailman|van|witness protection,35000000.0,0,John Whitesell,See Spot Run 
130.0,Snoop Dogg,Crime|Drama|Romance|Thriller,Mo'Nique,Angell Conwell,cartoon on tv|family relationships|physical abuse|single parent|two word title,16000000.0,0,John Singleton,Baby Boy 
91.0,Danneel Ackles,Drama|Horror|Thriller,Leighton Meester,Frances Fisher,animal abuse(non graphic)|cat killer|college|dead cat|death of cat,16000000.0,0,Christian E. Christiansen,The Roommate 
91.0,Erik Per Sullivan,Adventure|Comedy|Drama,Brittany Daniel,Fred Ward,first part|grand canyon|highway travel|indian|janitor,17700000.0,0,Dennie Gordon,Joe Dirt 
110.0,Alonna Shaw,Action|Crime,Bolo Yeung,Kamel Krifa,boat|hong kong|murder|tunnel|twins,15000000.0,0,Sheldon Lettich,Double Impact 
121.0,Joe Cornish,Action|Comedy|Mystery,Bill Bailey,Billie Whitelaw,accident|conspiracy|police|police officer|village,8000000.0,1,Edgar Wright,Hot Fuzz 
114.0,Debi Mazar,Comedy|Drama,Jada Pinkett Smith,Debra Messing,beauty salon|divorce|fashion|new york|perfume,16500000.0,0,Diane English,The Women 
96.0,Kevin Dunn,Drama|Romance,Scarlett Johansson,Christopher Evan Welch,art|artist|painter|sex|summer,15500000.0,1,Woody Allen,Vicky Cristina Barcelona 
270.0,Michael Nyqvist,Action|Adventure|Drama|Romance|War,Gustaf Skarsgård,Vincent Perez,first part|holy land|knight templar|monastery|sword and shield,25000000.0,0,Peter Flinth,Arn: The Knight Templar 
100.0,Jay Hernandez,Comedy,Mila Kunis,Jada Pinkett Smith,lesbian kiss|mom|pta|reference to mad max|scene during end credits,20000000.0,1,Jon Lucas,Bad Moms 
94.0,Amanda Detmer,Comedy|Drama|Romance,Alyson Hannigan,Tsianina Joelson,best friend|break up|friendship|graduation|male in underwear,16000000.0,0,Robert Iscove,Boys and Girls 
109.0,Cole Hauser,Drama,Patrick Fugit,Marc Donato,california|foster home|love|oleander|prison,16000000.0,1,Peter Kosminsky,White Oleander 
107.0,Amy Sedaris,Comedy|Fantasy|Horror,J.K. Simmons,Cynthia Stevenson,cannibalism|cheerleader|condom|hook for hand|satanic ritual,16000000.0,0,Karyn Kusama,Jennifer's Body 
96.0,Jamie Lee Curtis,Comedy|Crime|Mystery,Will Ferrell,Tracey Walter,crying woman|plot|suspect|waitress|younger man older woman relationship,16000000.0,0,Nick Gomez,Drowning Mona 
88.0,Don Pardo,Comedy,Mike Starr,Julie Kavner,beach|cigarette girl|radio|woman holding a baby|working class,16000000.0,1,Woody Allen,Radio Days 
110.0,Lea Thompson,Action|Drama|Fantasy|Mystery|Thriller,Nicolas Cage,Quinton Aaron,bible quote|chaos|faith|riot|shrine,16000000.0,0,Vic Armstrong,Left Behind 
113.0,Lena Olin,Drama|Romance,Robert Pattinson,Ruby Jerins,binge drinking|new york|new york city|september 11 2001|suicide,16000000.0,1,Allen Coulter,Remember Me 
101.0,Alexandra Holden,Comedy|Drama|Romance,Dylan Baker,Trent Ford,best friend|high school|mother|sister|wedding,16000000.0,0,Clare Kilner,How to Deal 
105.0,Alyson Hannigan,Comedy|Romance|Sci-Fi,Jon Lovitz,Tony Jay,alien|earth|female alien|mission|secret,20000000.0,0,Richard Benjamin,My Stepmother Is an Alien 
125.0,Tom Hanks,Drama,Denzel Washington,Jason Robards,aids|city name in title|gay|homophobia|lawyer,26000000.0,1,Jonathan Demme,Philadelphia 
100.0,Craig Bierko,Mystery|Sci-Fi|Thriller,Gretchen Mol,Brad William Henke,amnesia|barricade|letter|time|virtual reality,16000000.0,1,Josef Rusnak,The Thirteenth Floor 
97.0,Vincent Pastore,Comedy,Farrah Fawcett,Jenifer Lewis,flatulence|interracial marriage|marriage,,0,Lance Rivera,The Cookout 
108.0,Karl Malden,Action|Drama|Sci-Fi|Thriller,Martin Landau,Brian Keith,asteroid|meteor|nasa|nuclear weapon|satellite,16000000.0,0,Ronald Neame,Meteor 
112.0,Marian Seldes,Comedy|Drama|Music,Lochlyn Munro,Huey Lewis,convict|karaoke|middle america|salesman|singer,15000000.0,0,Bruce Paltrow,Duets 
112.0,Debra Messing,Comedy|Romance,Woody Allen,Treat Williams,blind|director|psychosomatic blindness|self deprecating|studio,16000000.0,0,Woody Allen,Hollywood Ending 
95.0,Lin Shaye,Comedy|Music,Natasha Lyonne,Shannon Tweed,band|concert|high school|kiss|teenager,15000000.0,1,Adam Rifkin,Detroit Rock City 
110.0,Jon Polito,Action|Adventure|Fantasy,Christopher Lambert,Celia Imrie,combat|head cut off|immortal|scotland|swordsman,16000000.0,1,Russell Mulcahy,Highlander 
118.0,Omar Benson Miller,Drama,Alison Lohman,Robin Weigert,best friend|dinner|garage|narcotics anonymous|recovery,16000000.0,1,Susanne Bier,Things We Lost in the Fire 
97.0,Annabeth Gish,Action|Crime|Sci-Fi,Charles Napier,Hill Harper,fight|gang|junkyard|military|soldier,16000000.0,0,Kenneth Johnson,Steel 
120.0,Dagmara Dominczyk,Drama|Romance,Jeremy Renner,Angela Sarafyan,immigrant|immigration|magician|money|prostitution,16000000.0,0,James Gray,The Immigrant 
135.0,Natasha Richardson,Drama|History|Romance|War,Vanessa Redgrave,Lynn Redgrave,countess|diplomat|japanese|russian|shanghai,16000000.0,1,James Ivory,The White Countess 
101.0,Spencer Wilding,Crime|Drama|Mystery|Thriller,Rosario Dawson,Tuppence Middleton,amnesia|criminal|heist|hypnotherapy|lost painting,20000000.0,1,Danny Boyle,Trance 
92.0,Snoop Dogg,Comedy,Mo'Nique,Tom Arnold,airline|airplane|bathroom|sex|toilet,16000000.0,0,Jessy Terrero,Soul Plane 
106.0,Kad Merad,Comedy|Romance,Dany Boon,Michel Galabru,alcohol|alcoholic drink|drunken man|france|provence,11000000.0,1,Dany Boon,Welcome to the Sticks 
92.0,Jodie Whittaker,Drama|Romance|War,Viggo Mortensen,Steven Mackintosh,censorship|children|corpse|heil hitler|suffering,15000000.0,0,Vicente Amorim,Good 
161.0,Emily Alyn Lind,Drama|Fantasy,Paz de la Huerta,Olly Alexander,drug deal|drugs|explicit sex|love|stripper,13000000.0,1,Gaspar Noé,Enter the Void 
92.0,Justin Kirk,Comedy|Horror|Romance,Taylor Negron,Ivan Sergei,murder|new york city|one word title|vampire|vampire slayer,16000000.0,0,Amy Heckerling,Vamps 
93.0,Sarah Roemer,Drama|Family,Cary-Hiroyuki Tagawa,Joan Allen,dog|human animal relationship|japanese|loyalty|waiting,16000000.0,1,Lasse Hallström,Hachi: A Dog's Tale 
110.0,Tanya van Graan,Crime|Drama|Thriller,Orlando Bloom,Conrad Kemp,apartheid|corpse|male nudity|murder|police officer,16000000.0,1,Jérôme Salle,Zulu 
122.0,Tim Blake Nelson,Drama|Western,Barry Corbin,Miranda Otto,abusive marriage|pastor|prison wagon|roast pig|suicide by hanging,16000000.0,0,Tommy Lee Jones,The Homesman 
91.0,Jenifer Lewis,Comedy|Drama|Romance|Sport,Vivica A. Fox,Kevin Pollak,basketball|dodge viper|hit in the crotch|male nudity|the star spangled banner,15600000.0,0,Jesse Vaughan,Juwanna Mann 
45.0,Trond Fausa,Comedy|Crime|Drama,Steven Van Zandt,Tommy Karlsen,mafia|mob|norway|steve|van,34000000.0,1,,Lilyhammer             
115.0,Marie-Josée Croze,Drama|War,David Alpay,Charles Aznavour,armenian|armenian genocide|customs agent|genocide|prayer,,0,Atom Egoyan,Ararat 
94.0,Jake Lloyd,Drama|Sport,Bruce Dern,William Shockley,boat racing|hydroplane|loyalty|one word title|scolding,,0,William Bindley,Madison 
93.0,LL Cool J,Drama|Mystery|Thriller,Mekhi Phifer,Fisher Stevens,district attorney|interview|murder|prosecutor|reporter,15500000.0,0,Wayne Beach,Slow Burn 
94.0,Ryôko Hirosue,Action|Comedy|Crime|Drama|Thriller,Carole Bouquet,Michel Muller,french|inheritance|japan|letter|police detective hero,15300000.0,0,Gérard Krawczyk,Wasabi 
95.0,Gregg Henry,Comedy|Horror|Sci-Fi,Dustin Milligan,Tania Saulnier,alien|b movie|sex|slug|small town,15500000.0,0,James Gunn,Slither 
105.0,Ronny Cox,Action|Comedy|Crime,Judge Reinhold,James Russo,drug dealer|drugs|murder|police brutality|police shootout,14000000.0,1,Martin Brest,Beverly Hills Cop 
103.0,Devin Ratray,Comedy|Family,Macaulay Culkin,Catherine O'Hara,airport|child protagonist|child swearing|christmas|home alone,18000000.0,1,Chris Columbus,Home Alone 
102.0,Ted Danson,Comedy|Drama|Family,Tom Selleck,Steve Guttenberg,1980s|baby|heroin|package|questioned by police,11000000.0,0,Leonard Nimoy,3 Men and a Baby 
116.0,Sydney Pollack,Comedy|Drama|Romance,Bill Murray,Teri Garr,actor|actress|friend|love|reputation,22000000.0,1,Sydney Pollack,Tootsie 
110.0,Tom Skerritt,Action|Drama|Romance,Tom Cruise,Adrian Pasdar,flying|gay subtext|machismo|male objectification|pilot,15000000.0,1,Tony Scott,Top Gun 
120.0,Pei-Pei Cheng,Action|Drama|Romance,Chen Chang,Sihung Lung,bare midriff|china|magical realism|martial arts|sword,15000000.0,1,Ang Lee,"Crouching Tiger, Hidden Dragon "
122.0,Peter Gallagher,Drama,Kevin Spacey,Ara Celi,domestic violence|drug dealer|homosexuality|midlife crisis|unfaithfulness,15000000.0,1,Sam Mendes,American Beauty 
118.0,Jennifer Ehle,Biography|Drama|History|Romance,Colin Firth,Derek Jacobi,king|king george vi|speech|speech therapist|throne,15000000.0,1,Tom Hooper,The King's Speech 
107.0,Tony Jay,Comedy|Crime,Kelly Preston,Hugh O'Brian,bare chested male|brother|catholic orphanage|long lost siblings|twins,15000000.0,0,Ivan Reitman,Twins 
45.0,Bobby Campo,Crime|Drama|Horror|Mystery|Thriller,Bex Taylor-Klaus,Jason Wiles,generation y|millennial generation|murder|teenage girl|throat slitting,,1,,Scream: The TV Series             
102.0,Eddie Redmayne,Drama|Romance,Kristen Stewart,William Hurt,louisiana|overalls|road trip|southern u.s.|teenage boy,15500000.0,1,Udayan Prasad,The Yellow Handkerchief 
154.0,Rae Dawn Chong,Drama,Oprah Winfrey,Dana Ivey,book strap|girl|racial discrimination|racial tension|stereotype,15000000.0,1,Steven Spielberg,The Color Purple 
103.0,Ji-won Ha,Action|Comedy|Drama|Thriller,Nicole Dionne,Kyung-gu Sol,korea|lifeguard|single father|tears|tsunami,,0,JK Youn,Tidal Wave 
141.0,Ayelet Zurer,Adventure|Drama|History,Morgan Freeman,Moises Arias,chariot race|epic|false accusation|jerusalem|slave,100000000.0,0,Timur Bekmambetov,Ben-Hur 
114.0,Rory Kinnear,Biography|Drama|Thriller|War,Benedict Cumberbatch,Allen Leech,crossword puzzle|cryptography|enigma code|gay lead character|world war two,14000000.0,1,Morten Tyldum,The Imitation Game 
109.0,Albert Brooks,Comedy|War,Eileen Brennan,Alan Oppenheimer,camera shot of feet|female stockinged feet|loss of husband|pantyhose|suntan pantyhose,10000000.0,0,Howard Zieff,Private Benjamin 
124.0,Beverly D'Angelo,Biography|Drama|Music|Musical,Sissy Spacek,Levon Helm,country music|kissing while having sex|poverty|singer|title based on song,,1,Michael Apted,Coal Miner's Daughter 
94.0,Zachary Gordon,Comedy|Family,Chloë Grace Moretz,Rachael Harris,cheese|diary|friend|middle school|school,15000000.0,0,Thor Freudenthal,Diary of a Wimpy Kid 
100.0,Megan Charpentier,Fantasy|Horror,Javier Botet,Isabelle Nélisse,aunt|children|death of sister|forest|hiding in a closet,20000000.0,0,Andrés Muschietti,Mama 
101.0,Donald Pleasence,Horror|Thriller,Jamie Lee Curtis,P.J. Soles,halloween|masked killer|michael myers|slasher|trick or treat,300000.0,1,John Carpenter,Halloween 
98.0,Randy Quaid,Adventure|Comedy,Beverly D'Angelo,Jane Krakowski,amusement park|dog|family vacation|national lampoon series|vacation,15000000.0,1,Harold Ramis,National Lampoon's Vacation 
102.0,Georgina Cates,Comedy,Jackson Nicoll,Grasie Mercedes,child beauty pageant|grandson|hidden camera|jackass|road trip,15000000.0,0,Jeff Tremaine,Bad Grandpa 
94.0,Sylvia Syms,Biography|Drama,Roger Allam,Alex Jennings,monarchy|prime minister|princess diana|queen|speech,9800000.0,1,Stephen Frears,The Queen 
