,duration,actor_2_name,genres,actor_1_name,actor_3_name,plot_keywords,budget,success_label,director_name,movie_title
5037,95.0,Caitlin FitzGerald,Comedy|Drama,Kerry Bishé,Daniella Pineda,written and directed by cast member,9000.0,0,Edward Burns,Newlyweds 
1163,122.0,Austin Pendleton,Comedy|Drama|Romance,Jeff Bridges,Mimi Rogers,columbia university|lecture|marriage|professor|sex,42000000.0,0,Barbra Streisand,The Mirror Has Two Faces 
1870,129.0,Scott Glenn,Biography|Drama|History,Toby Jones,Bruce McGill,bible|cabinet meeting|dog|drinking|family relationships,25100000.0,0,Oliver Stone,W. 
3168,97.0,Benedict Wong,Crime|Drama|Thriller,Sophie Okonedo,Sergi López,hotel|immigrant|nigerian|surgery|underwear,10000000.0,1,Stephen Frears,Dirty Pretty Things 
2743,103.0,Brooke Shields,Fantasy|Horror|Mystery,Bradley Cooper,Leslie Bibb,butcher|girlfriend|mute character|photographer|subway,15000000.0,0,Ryûhei Kitamura,The Midnight Meat Train 
2713,95.0,S. Epatha Merkerson,Comedy|Romance,Tyler James Williams,Diahann Carroll,african american,15000000.0,0,Tina Gordon Chism,Peeples 
4820,98.0,Natalie Welch,Family|Sci-Fi,Tom E. Nicholson,Christian Kapper,drone|playing with gun|post apocalypse|road trip|working class family,350000.0,0,Chad Kapper,Rotor DR1 
1431,88.0,Bernie Mac,Comedy|Family,Robin Williams,Ann-Margret,best friend|business deal|impulse|public relations|twin,35000000.0,0,Walt Becker,Old Dogs 
1774,99.0,Danny Masterson,Action|Fantasy|Horror|Thriller,Gerard Butler,Jeri Ryan,dracula|gothic|painting|rescue|van helsing,28000000.0,0,Patrick Lussier,Dracula 2000 
2690,111.0,Jimmy Fallon,Drama|Sport,Daniel Stern,Alia Shawkat,beauty pageant|friend|pageant|roller derby|texas,15000000.0,1,Drew Barrymore,Whip It 
1088,103.0,Eric Jacobson,Adventure|Comedy|Family|Musical,Bill Cobbs,Steve Whitmire,bel air california|book|friends who live together|the muppets|tribute band,45000000.0,1,James Bobin,The Muppets 
2187,96.0,Amber Valletta,Drama|Mystery|Thriller,Nia Long,Marc Macaulay,car|car accident|housewife|sheriff|suburb,20000000.0,0,Mennan Yapo,Premonition 
2598,94.0,Ryôko Hirosue,Action|Comedy|Crime|Drama|Thriller,Carole Bouquet,Michel Muller,french|inheritance|japan|letter|police detective hero,15300000.0,0,Gérard Krawczyk,Wasabi 
2082,107.0,Lin Shaye,Comedy|Romance,Sarah Silverman,Richard Tyson,accident|curtain call|dream girl|high school|prom,23000000.0,1,Bobby Farrelly,There's Something About Mary 
110,113.0,Shane Rangi,Adventure|Family|Fantasy,Bruce Spence,Laura Brent,dragon|king|mouse|quest|warrior,155000000.0,0,Michael Apted,The Chronicles of Narnia: The Voyage of the Dawn Treader 
1540,97.0,Zooey Deschanel,Comedy|Family|Fantasy|Romance,Peter Dinklage,Will Ferrell,baby|christmas spirit|elf|new york city|north pole,33000000.0,1,Jon Favreau,Elf 
1206,139.0,Matt Damon,Crime|Drama|Thriller,Philip Seymour Hoffman,Jack Davenport,1950s|italy|mistaken identity|nudity|sociopath,40000000.0,1,Anthony Minghella,The Talented Mr. Ripley 
452,138.0,Joseph Sikora,Mystery|Thriller,Leonardo DiCaprio,Nellie Sciutto,female prisoner|plot twist|self delusion|surprise ending|year 1954,80000000.0,1,Martin Scorsese,Shutter Island 
1741,99.0,Jerry Stiller,Comedy|Romance,Matthew Perry,Vincent Pastore,divorce|divorce papers|new york|process server|texas,29000000.0,0,Reginald Hudlin,Serving Sara 
1167,100.0,Billy Burke,Fantasy|Horror|Mystery|Thriller,Gary Oldman,Virginia Madsen,death|forest|love|werewolf|werewolf bite,42000000.0,0,Catherine Hardwicke,Red Riding Hood 
2510,89.0,Ethan Embry,Horror|Mystery|Thriller,Alexander Gould,Marc Blucas,darkness|friend|kiss|nightmare|suicide,17000000.0,0,Robert Harmon,They 
3974,107.0,Howard Keel,Biography|Comedy|Musical|Romance|Western,Keenan Wynn,Betty Hutton,girl|gun|love|sharpshooter|the end,3768785.0,1,George Sidney,Annie Get Your Gun 
1823,106.0,Richard Schiff,Comedy|Drama|Family,Oliver Platt,Sophie Okonedo,adopted son|adoption|boy|mars the planet|widower,27000000.0,1,Menno Meyjes,Martian Child 
2973,123.0,Tom Hollander,Drama|Fantasy|Romance,Tom Hughes,Lindsay Duncan,boyfriend girlfriend relationship|lingerie slip|time travel|time travel romance|wedding,12000000.0,1,Richard Curtis,About Time 
1795,131.0,Kabir Bedi,Action|Adventure|Thriller,Louis Jourdan,Steven Berkoff,agent|egg|faberge egg|general|russian,27500000.0,0,John Glen,Octopussy 
3336,92.0,Louisa Milwood-Haigh,Adventure|Family,Bjørn Sundquist,Stian Smestad,boy|island|pirate|ship|treasure,60000000.0,1,Nils Gaup,Shipwrecked 
100,106.0,Vin Diesel,Action|Crime|Thriller,Paul Walker,Jordana Brewster,eighteen wheeler|illegal street racing|truck|trucker|undercover cop,38000000.0,1,Rob Cohen,The Fast and the Furious 
4046,109.0,Karen Allen,Comedy,John Belushi,Tim Matheson,academic probation|camera shot of feet|fraternity|school expulsion|smashing a guitar,3000000.0,1,John Landis,Animal House 
651,103.0,Stephen Root,Adventure|Animation|Comedy|Family,Goran Visnjic,Denis Leary,baby|ice|ice age|sleeping|sloth,59000000.0,1,Chris Wedge,Ice Age 
3035,100.0,Rupert Everett,Comedy,Lily Cole,Tamsin Egerton,2000s|female protagonist|reward|school|st trinian's,13500000.0,0,Oliver Parker,St. Trinian's 
1700,100.0,David Suchet,Action|Adventure|Sci-Fi,Saffron Burrows,Jürgen Prochnow,27th century|fighter pilot|orchestral music score|outer space|space opera,30000000.0,0,Chris Roberts,Wing Commander 
2797,85.0,Kane Hodder,Action|Horror|Sci-Fi|Thriller,Peter Mensah,Lexa Doig,jason voorhees|lake|machete|scientist|slasher,11000000.0,0,James Isaac,Jason X 
1357,109.0,Gabourey Sidibe,Drama,Mo'Nique,Mariah Carey,abuse|african american lesbian|lesbian|lesbian couple|school,10000000.0,1,Lee Daniels,Precious 
3875,124.0,Fares Fares,Action|Crime|Drama|Thriller,Fabian Bolin,Matias Varela,double life|drugs|financial crisis|first part|serbian,,1,Daniel Espinosa,Easy Money 
1644,121.0,Bernardo Saracino,Action|Crime|Drama|Mystery|Thriller,Edgar Arreola,Daniel Kaluuya,critically acclaimed|drug cartel|juarez mexico|u.s. mexico border|war on drugs,30000000.0,1,Denis Villeneuve,Sicario 
1309,83.0,Daniel von Bargen,Action|Sci-Fi,Michael Jai White,Xander Berkeley,combat|computer|general|military|reporter,24000000.0,0,Mic Rodgers,Universal Soldier: The Return 
4888,92.0,James Lance,Action|Biography|Crime|Drama,Tom Hardy,Matt King,male full frontal nudity|prison|prisoner|solitary confinement|violence,,1,Nicolas Winding Refn,Bronson 
3204,101.0,Oliver Platt,Comedy|Crime|Romance,Liam Neeson,Mitch Pileggi,colombian|enema|group therapy|murder|nurse,10000000.0,0,Eric Blakeney,Gun Shy 
2490,126.0,Patrick Gallagher,Adventure|Comedy|Drama|Romance,Virginia Madsen,M.C. Gainey,actor|california|teacher|wine|writer,12000000.0,1,Alexander Payne,Sideways 
3619,97.0,Annette Badland,Comedy|Drama|Music|Romance,Jim Broadbent,Brenda Blethyn,mother|recluse|shy|singer|talent,,1,Mark Herman,Little Voice 
2337,107.0,Jason Scott Lee,Action|Adventure|Drama|History|Romance,Esai Morales,Sandrine Holt,easter island|location in title|statue|topless female nudity|two word title,20000000.0,0,Kevin Reynolds,Rapa Nui 
2457,108.0,Stockard Channing,Comedy|Romance,Woody Allen,Fisher Stevens,love at first sight|new york city|sex|teacher|writer,18000000.0,0,Woody Allen,Anything Else 
2884,102.0,Ezra Miller,Drama|Romance,Logan Lerman,Kate Walsh,coming of age|depression|gay|high school|mental illness,13000000.0,1,Stephen Chbosky,The Perks of Being a Wallflower 
8,141.0,Robert Downey Jr.,Action|Adventure|Sci-Fi,Chris Hemsworth,Scarlett Johansson,artificial intelligence|based on comic book|captain america|marvel cinematic universe|superhero,250000000.0,1,Joss Whedon,Avengers: Age of Ultron 
4315,91.0,Jack O'Connell,Horror|Thriller,Michael Fassbender,Lorraine Stanley,camping|forest|lake|stabbed with glass|vomiting,,1,James Watkins,Eden Lake 
972,105.0,Harrison Ford,Crime|Thriller,Jimmy Bennett,Mary Lynn Rajskub,architect|bank|cayman islands|meeting|murder,50000000.0,0,Richard Loncraine,Firewall 
4125,86.0,Iben Hjejle,Drama|Horror|Romance,Aidan Quinn,Jim Norton,ghost|irish|kissing|novelist|widower,,0,Conor McPherson,The Eclipse 
4749,97.0,Tina Louise,Comedy|Music|Romance,Brad Pitt,Nick Cave,idol|musician|vomiting|watching television|wyoming,500000.0,0,Tom DiCillo,Johnny Suede 
1594,132.0,David Oyelowo,Biography|Drama,Alex Pettyfer,Vanessa Redgrave,butler|civil rights|hotel|president|white house,30000000.0,1,Lee Daniels,Lee Daniels' The Butler 
344,92.0,Trevor Morgan,Action|Adventure|Sci-Fi|Thriller,Michael Jeter,Alessandro Nivola,dinosaur|island|jurassic park|paleontologist|search,93000000.0,0,Joe Johnston,Jurassic Park III 
3376,60.0,Philip Winchester,Action|Crime|Drama|Thriller,Nick Wechsler,Jeff Marlow,bet|friend|pit boss|secret|surveillance,,1,,The Player             
2322,124.0,Jennifer Jason Leigh,Comedy|Drama|Romance,Philip Seymour Hoffman,Samantha Morton,actress|director|play|theatre director|warehouse,21000000.0,1,Charlie Kaufman,"Synecdoche, New York "
2916,132.0,Linda Blair,Horror,Ellen Burstyn,Lee J. Cobb,demonic possession|exorcism|exorcist|loss of innocence|priest,8000000.0,1,William Friedkin,The Exorcist 
3099,107.0,Cicely Tyson,Comedy|Drama|Romance,Boris Kodjoe,Blair Underwood,cross dressing|family reunion|madea series|reflective|sister sister relationship,6000000.0,0,Tyler Perry,Madea's Family Reunion 
997,129.0,Jay Mohr,Drama|Fantasy,Matt Damon,Cécile De France,death|france|near death experience|tsunami|twin brother,50000000.0,0,Clint Eastwood,Hereafter 
4151,89.0,Maïwenn,Horror,Cécile De France,Oana Pellea,car chase|plot twist|police van|rear ending a car|slasher,2200000.0,1,Alexandre Aja,High Tension 
2472,90.0,Landon Liboiron,Drama|Western,Demi Moore,Michael Wincott,,11000000.0,0,Jon Cassar,Forsaken 
2760,131.0,Morgan Freeman,Drama|Western,Clint Eastwood,Frances Fisher,englishman|leaving flowers on a grave|one last job|reputation|visiting wife's grave,14400000.0,1,Clint Eastwood,Unforgiven 
3554,99.0,Annabelle Wallis,Horror|Mystery,Alfre Woodard,Gabriel Bateman,horror movie prequel|murder|paranormal activity|self sacrifice|suicide,6500000.0,0,John R. Leonetti,Annabelle 
3583,122.0,Stevie Wonder,Documentary|Drama|War,Osama bin Laden,Ricky Martin,anti war|interview|iraq|paranoia|war on terrorism,6000000.0,1,Michael Moore,Fahrenheit 9/11 
4130,96.0,Amy Sedaris,Drama,Tom Everett Scott,Chris Kattan,boarding school|coming of age|female friendship|lesbian|new england,3000000.0,0,Francesca Gregorini,Tanner Hall 
2402,98.0,Tony Cox,Comedy|Crime|Drama,Bernie Mac,Alex Borstein,bartender|christmas|christmas eve|department store|drink,18000000.0,1,Terry Zwigoff,Bad Santa 
762,99.0,Radha Mitchell,Action|Crime|Drama|Thriller,Gerard Butler,Julian Kostov,british|funeral|good versus evil|mole|sequel,60000000.0,0,Babak Najafi,London Has Fallen 
1407,110.0,Jeff Bridges,Adventure|Drama|Western,Matt Damon,Bruce Green,arkansas|murder|sheriff|texas ranger|u.s. marshal,38000000.0,1,Ethan Coen,True Grit 
4358,125.0,Karl Malden,Drama,Marlon Brando,Kim Hunter,brother in law sister in law relationship|expectant father|histrionic personality disorder|middle aged woman|off screen rape,1800000.0,1,Elia Kazan,A Streetcar Named Desire 
422,123.0,Ben Vereen,Comedy|Drama|Music|Musical,Roy Scheider,Max Wright,dancer|editing|stand up comedian|surgery|vomiting,,1,Bob Fosse,All That Jazz 
890,152.0,Shelley Winters,Crime|Drama|Romance,James Mason,Lois Maxwell,lolita|nymphet|older man young girl relationship|professor|writer,2000000.0,1,Stanley Kubrick,Lolita 
483,99.0,Don Cheadle,Action|Crime|Thriller,Hugh Jackman,Sam Shepard,computer|secret agent|terrorism|told in flashback|wearing a sound wire,80000000.0,0,Dominic Sena,Swordfish 
3179,112.0,Richard Farnsworth,Biography|Drama,Sissy Spacek,Everett McGill,cane|iowa|lawn mower|tractor|wisconsin,10000000.0,1,David Lynch,The Straight Story 
4446,130.0,Robert Duvall,Action|Crime|Mystery|Thriller,Tom Cruise,David Oyelowo,coma|mysterious villain|police chase|shooting range|sniper,60000000.0,1,Christopher McQuarrie,Jack Reacher 
4648,88.0,Rian Bishop,Comedy|Romance|Sport,John Enos III,Adam Carolla,birthday|boxing|coach|gym|olympics,850000.0,1,Charles Herman-Wurmfeld,The Hammer 
1274,107.0,Jimmy Smits,Crime|Drama|Horror|Thriller,Rufus Sewell,Angela Bettis,easter|fbi|luminol|nurse|omen,40000000.0,0,Chuck Russell,Bless the Child 
3654,115.0,Chris Penn,Crime|Mystery|Thriller,Ryan Gosling,Agnes Bruckner,disposing of a dead body|high school student|murder|sociopath|teenage boy,50000000.0,0,Barbet Schroeder,Murder by Numbers 
444,97.0,Julia Roberts,Comedy|Family|Fantasy,Steve Buscemi,Oprah Winfrey,barn|pig|piglet|spider|uncle,,0,Gary Winick,Charlotte's Web 
153,115.0,Anthony Hopkins,Action|Adventure|Animation|Fantasy,Robin Wright,Sebastian Roché,creature|demon|king|reward|warrior,150000000.0,0,Robert Zemeckis,Beowulf 
547,100.0,Lisa Ann Walter,Action|Comedy|Romance|Thriller,Tom Selleck,Catherine O'Hara,hired killer|marriage|neighbor|on the run|store clerk,75000000.0,0,Robert Luketic,Killers 
3503,122.0,Martin Henderson,Comedy|Drama|Musical|Romance,Indira Varma,Anupam Kher,bollywood|india|jane austen|london england|travel,7000000.0,0,Gurinder Chadha,Bride & Prejudice 
297,91.0,Jason Alexander,Animation|Drama|Family|Musical|Romance,Demi Moore,Bill Fagerbakke,15th century|cathedral|gypsy|paris|victor hugo,100000000.0,1,Gary Trousdale,The Hunchback of Notre Dame 
2411,131.0,Bob Balaban,Drama|Mystery,Kristin Scott Thomas,Tom Hollander,country house|murder|producer|servant|shooting party,19800000.0,1,Robert Altman,Gosford Park 
4192,107.0,Samantha Morton,Drama,Billy Crudup,Mark Webber,hospital|love|mennonite|shower|song,2500000.0,1,Alison Maclean,Jesus' Son 
1028,109.0,Vincent Schiavelli,Comedy|Crime|Drama|Thriller,Robin Williams,Danny Woodburn,children|children's tv show|money|revenge|scandal,55000000.0,0,Danny DeVito,Death to Smoochy 
4420,98.0,Theresa Russell,Drama,Ryan Gosling,Summer Phoenix,jew|jewish nazi|nazism|racism|skinhead,1500000.0,1,Henry Bean,The Believer 
4925,104.0,Ana Maria Guran,Drama,Iulia Ciochina,Ana Vatamanu,,168000.0,0,Nicolae Constantin Tanase,The World Is Mine 
3787,91.0,Darryl Cox,Comedy|Crime|Drama,Andrew Wilson,Lumi Cavazos,caper|escapade|motel|robbery|texas,7000000.0,1,Wes Anderson,Bottle Rocket 
3813,109.0,Sofia Black-D'Elia,Action|Drama|Thriller|War,James Frain,Lisa Kay,fight|mina|murder|revenge|terrorist,5000000.0,0,Vicky Jewson,Born of War 
991,119.0,Felicity Huffman,Comedy|Drama|Romance,Amber Valletta,Spencer Breslin,fashion show|female protagonist|love|pastor|queens new york city,50000000.0,0,Garry Marshall,Raising Helen 
1055,96.0,Janeane Garofalo,Comedy|Drama|Thriller,Matthew Broderick,Andy Dick,cable guy|foreplay|friend|kissing|television,47000000.0,0,Ben Stiller,The Cable Guy 
4226,104.0,Fernando Rey,Action|Crime|Drama|Thriller,Roy Scheider,Tony Lo Bianco,crime boss|drug smuggling|heroin|mafia boss|organized crime,1800000.0,1,William Friedkin,The French Connection 
3679,104.0,Louis Lombardi,Crime|Drama|Mystery|Thriller,Alexis Dziena,Franky G,murder|police|police investigation|porn star|robbery,5000000.0,0,James Cox,Wonderland 
2334,103.0,Robin Atkin Downes,Action|Adventure|Animation|Family|Sci-Fi|Thriller,William Hootkins,Rosalind Ayres,19th century|ball|boy|inventor|steam,2127519898.0,1,Katsuhiro Ôtomo,Steamboy 
1324,112.0,Kuno Becker,Drama|History|War,Jay Hernandez,Jason Scott Lee,1800s|kazakhstan|nomad,25000000.0,0,Sergey Bodrov,Nomad: The Warrior 
1232,113.0,Frank Langella,Action|Mystery|Thriller,Liam Neeson,Aidan Quinn,agriculture|airport|amnesia|nurse|scientist,30000000.0,1,Jaume Collet-Serra,Unknown 
4543,112.0,Mike Vogel,Drama|Romance,Ryan Gosling,John Doman,dog hit by a car|dysfunctional family|falling in love|female in shower|unhappily married woman,3500000.0,1,Derek Cianfrance,Blue Valentine 
523,129.0,Richard Schiff,Action|Adventure|Sci-Fi,Ariana Richards,Vanessa Lee Chester,capture|dinosaur|island|jurassic|jurassic park,73000000.0,0,Steven Spielberg,The Lost World: Jurassic Park 
1798,114.0,Mike Epps,Comedy|Drama|Romance,Mo'Nique,Cedric the Entertainer,african american protagonist|comma in title|four word title|name in title|talk show host,35000000.0,0,Malcolm D. Lee,"Welcome Home, Roscoe Jenkins "
815,103.0,Dylan Minnette,Adventure|Comedy|Family|Fantasy|Horror,Odeya Rush,Ken Marino,based on book|blob|ferris wheel|manuscript|monster,58000000.0,0,Rob Letterman,Goosebumps 
4164,90.0,Frank Hvam,Action|Adventure|Animation|Comedy|Sci-Fi,Iben Hjejle,Casper Christensen,crew|cult film|denmark|earth|wristwatch,,0,Thorbjørn Christoffersen,Journey to Saturn 
4783,84.0,Thomas Lennon,Comedy|Drama|Romance,Olivia Wilde,Nora Zehetner,female frontal nudity|filming a wedding|lingerie slip|memory|wedding,450000.0,1,Hans Canosa,Conversations with Other Women 
463,118.0,Mila Kunis,Action|Adventure|Drama|Thriller,Denzel Washington,Gary Oldman,blind|book|long take|post apocalypse|water,80000000.0,1,Albert Hughes,The Book of Eli 
2467,114.0,Simón Andreu,Thriller,Takuya Kimura,Shawn Yue,gangster|hong kong|missing person|missing son|serial killer,18000000.0,0,Tran Anh Hung,I Come with the Rain 
3280,181.0,Paul Michael Glaser,Drama|Family|Musical|Romance,Topol,Rosalind Harris,immigration|jewish|pogrom|tradition|tradition versus modernity,9000000.0,1,Norman Jewison,Fiddler on the Roof 
3738,94.0,Heather Morris,Crime|Drama,James Franco,Rachel Korine,kissing a dead body|repeated dialogue|sex in pool|spring break|twins,5000000.0,0,Harmony Korine,Spring Breakers 
3307,92.0,Amy Poehler,Comedy|Music,Steve Coogan,David Arquette,gang banger|sequel|shakespeare's hamlet|student|time machine,9000000.0,0,Andrew Fleming,Hamlet 2 
1551,113.0,Tony Curran,Action|Comedy|Crime,Brandon T. Jackson,Portia Doubleday,fbi agent|murder|performing arts school|scene during end credits|undercover,32000000.0,0,John Whitesell,"Big Mommas: Like Father, Like Son "
1516,96.0,Mark Valley,Action|Crime|Drama|Thriller,Nicolas Cage,Sami Gayle,bank|money|presumed dead|rescue|thief,35000000.0,0,Simon West,Stolen 
1892,134.0,Dana Delany,Action|Biography|Drama|History|Romance|Western,Michael Biehn,Powers Boothe,cigar smoking|cowboy|duel|outlaw|tombstone arizona,25000000.0,1,George P. Cosmatos,Tombstone 
4608,105.0,Andrea Vergara,Crime|Drama|Romance,Kenny Johnston,Gabriel Reyes,corrupt police|drug cartel|drugs|mexico|police,1000000.0,1,Amat Escalante,Heli 
2849,120.0,Eric Stoltz,Sci-Fi|Thriller,Logan Lerman,Cameron Bright,blackout|child pornography|memory|surprise ending|time travel,13000000.0,1,Eric Bress,The Butterfly Effect 
4965,103.0,Edmund McMillen,Documentary,Jonathan Blow,Phil Fish,movie in title,100000.0,1,Lisanne Pajot,Indie Game: The Movie 
3526,106.0,Natalie Portman,Drama,Joseph Gordon-Levitt,Rainn Wilson,bully|car|car accident|fire|vomiting,7000000.0,1,Spencer Susser,Hesher 
1029,102.0,Will Ferrell,Comedy,Milla Jovovich,Justin Theroux,chosen one|fashion|fashion model|model|retired,50000000.0,0,Ben Stiller,Zoolander 2 
4867,75.0,Clint Jordan,Comedy|Drama,Samantha Futerman,Jackie Nova,absent father|asian american|friendship between men|motel|mother son relationship,,1,Michael Kang,The Motel 
3773,110.0,Freddy Rodríguez,Comedy|Drama,Alan Rickman,Greg Collins,airport|california|flat tire|overalls|wine,5000000.0,1,Randall Miller,Bottle Shock 
2359,95.0,Lin Shaye,Comedy|Family|Romance,Dan Byrd,Julie Gonzalo,cinderella story|correspondence|evil step mother|female protagonist|teenage girl,20000000.0,0,Mark Rosman,A Cinderella Story 
1688,112.0,Anne Hathaway,Comedy|Drama|Romance,Jake Gyllenhaal,Judy Greer,female nudity|male objectification|pfizer|viagra|zoloft,30000000.0,1,Edward Zwick,Love & Other Drugs 
1044,89.0,Lochlyn Munro,Horror|Thriller,P.J. Soles,Steve Bacic,bare breasts|genital dismemberment|mulching someone|tooth fairy|woodchipper,1500000.0,0,Chuck Bowman,The Tooth Fairy 
1585,113.0,Chita Rivera,Comedy|Crime|Musical,Colm Feore,Jayne Eastwood,fame|jail|jazz age|murder|vaudeville,45000000.0,1,Rob Marshall,Chicago 
4429,84.0,Dan Hicks,Comedy|Fantasy,Ted Raimi,Timothy Patrick Quill,b movie|birthday|chinese|demon|small town,1500000.0,0,Bruce Campbell,My Name Is Bruce 
869,110.0,Bernard Hill,Adventure|Drama|Horror|Thriller,Tom Wilkinson,Om Puri,bridge|engineer|hunter|lion|railway,55000000.0,1,Stephen Hopkins,The Ghost and the Darkness 
39,142.0,Andrew Garfield,Action|Adventure|Fantasy|Sci-Fi,Emma Stone,B.J. Novak,costumed hero|death of girlfriend|masked vigilante|returning character killed off|teenager,200000000.0,1,Marc Webb,The Amazing Spider-Man 2 
3262,117.0,Burt Kwouk,Action|Adventure|Thriller,Donald Pleasence,Desmond Llewelyn,faked death|japan|japanese|poison|secret headquarters,9500000.0,1,Lewis Gilbert,You Only Live Twice 
827,136.0,Al Pacino,Drama|Mystery|Thriller,Keanu Reeves,Charlize Theron,deal with the devil|lawyer|money|reality|supernatural power,57000000.0,1,Taylor Hackford,The Devil's Advocate 
2816,186.0,Kieran Culkin,Drama,Matt Damon,John Gallagher Jr.,accident|bus|loss of virginity|new york city|virginity,14000000.0,0,Kenneth Lonergan,Margaret 
16,150.0,Pierfrancesco Favino,Action|Adventure|Family|Fantasy,Peter Dinklage,Damián Alcázar,brother brother relationship|brother sister relationship|good versus evil|king|narnia,225000000.0,0,Andrew Adamson,The Chronicles of Narnia: Prince Caspian 
1125,212.0,Bob Hoskins,Biography|Drama|History,Anthony Hopkins,Joan Allen,courtship|election|paranoia|president|quaker,50000000.0,1,Oliver Stone,Nixon 
4485,103.0,Monica Potter,Horror|Mystery|Thriller,Michael Emerson,Shawnee Smith,chained|flashback|killer|serial killer|surprise ending,1200000.0,1,James Wan,Saw 
3346,106.0,,Action|Adventure|Drama,Robert Redford,,boat|container|sea|shipping container|storm,9000000.0,1,J.C. Chandor,All Is Lost 
664,130.0,Courtney B. Vance,Action|Adventure|Thriller,Clint Eastwood,William Devane,nasa|old age|satellite|space|space shuttle,65000000.0,0,Clint Eastwood,Space Cowboys 
4730,89.0,Joe Lo Truglio,Comedy|Drama,Peter Dinklage,Paula Garcés,abandoned|depot|dwarf|newfoundland new jersey|train,500000.0,1,Tom McCarthy,The Station Agent 
1622,99.0,Amy Poehler,Comedy|Romance,Tina Fey,Romany Malco,baby|book|cartoon on tv|female protagonist|male anorexia,30000000.0,0,Michael McCullers,Baby Mama 
1685,96.0,Clifton Collins Jr.,Action|Crime|Thriller,Mira Sorvino,Patrick Kilpatrick,forger|hitman|passport|police|replacement,30000000.0,0,Antoine Fuqua,The Replacement Killers 
4986,99.0,Sonia Braga,Comedy|Drama|Romance,Marcello Mastroianni,Joffre Soares,based on novel|brazil|female underarm hair|sex in a window|star appears nude,,0,Bruno Barreto,Gabriela 
519,87.0,Eric Stonestreet,Animation|Comedy|Family,Steve Coogan,Albert Brooks,animal control|lost animal|mongrel|pet|terrier,75000000.0,1,Yarrow Cheney,The Secret Life of Pets 
2486,154.0,Carrie Henn,Action|Adventure|Sci-Fi,Michael Biehn,Jenette Goldstein,alien|human versus alien|monster|rescue mission|space marine,18500000.0,1,James Cameron,Aliens 
1839,121.0,Dougray Scott,Comedy|Drama|Romance,Anjelica Huston,Jeanne Moreau,based on fairy tale|bechdel test passed|cinderella|fairy tale|leonardo da vinci,26000000.0,1,Andy Tennant,Ever After: A Cinderella Story 
3014,99.0,Michael Dorman,Fantasy|Mystery|Thriller,Rachael Carpani,Emma Lung,deja vu|lost at sea|ship|time loop|trapped in a time loop,12000000.0,1,Christopher Smith,Triangle 
3568,100.0,Eric Johnson,Drama|Western,Emily Podleski,Brenda Strong,estrangement|missouri|mormon|mormon church|mormon temple,6500000.0,0,Sterling Van Wagenen,The Work and the Glory II: American Zion 
3971,104.0,Reece Ritchie,Biography|Drama,Tom Cullen,Marama Corlett,dance|dancer|dancing|desert|iran,4000000.0,0,Richard Raymond,Desert Dancer 
4892,93.0,Nancy Ison,Comedy|Drama,Christina Hart,William Condos,female frontal nudity|female nudity|lesbian sex|lesbianism|sex,100000.0,0,Al Silliman Jr.,The Stewardesses 
682,101.0,Josh Hutcherson,Action|Adventure|Comedy|Family|Fantasy|Sci-Fi,Kristen Stewart,Jonah Bobo,2000s|coke|meeting future self|reference to spongebob squarepants|sony,65000000.0,0,Jon Favreau,Zathura: A Space Adventure 
4403,92.0,Donald Gibb,Action|Biography|Drama|Sport,Bolo Yeung,Ken Siu,hand to hand combat|hong kong|kumite|martial arts|tournament,1100000.0,1,Newt Arnold,Bloodsport 
2560,96.0,Kevin Dunn,Drama|Romance,Scarlett Johansson,Christopher Evan Welch,art|artist|painter|sex|summer,15500000.0,1,Woody Allen,Vicky Cristina Barcelona 
3083,99.0,Kelli Williams,Comedy|Drama,Ricky Schroder,Seymour Cassel,high school|love|police|showdown|surfer,10500000.0,0,Floyd Mutrux,There Goes My Baby 
1152,99.0,Charlie Tahan,Drama|Fantasy|Romance,Augustus Prew,Valerie Tian,brother brother relationship|death of brother|ghost|seeing dead people|talking with the dead,44000000.0,0,Burr Steers,Charlie St. Cloud 
1681,104.0,Chris Noth,Comedy|Drama|Romance|Sport,Bernie Mac,Paul Sorvino,baseball|baseball movie|cartoon on tv|dodge viper|retirement,30000000.0,0,Charles Stone III,Mr 3000 
794,173.0,Robert Downey Jr.,Action|Adventure|Sci-Fi,Chris Hemsworth,Scarlett Johansson,alien invasion|assassin|battle|iron man|soldier,220000000.0,1,Joss Whedon,The Avengers 
1577,126.0,Lois Chiles,Action|Adventure|Sci-Fi|Thriller,Desmond Llewelyn,Lois Maxwell,astronaut|dog|official james bond series|space shuttle|space shuttle transported on a 747,34000000.0,0,Lewis Gilbert,Moonraker 
12,106.0,Mathieu Amalric,Action|Adventure,Giancarlo Giannini,Rory Kinnear,action hero|attempted rape|bond girl|official james bond series|revenge,200000000.0,1,Marc Forster,Quantum of Solace 
1225,106.0,David Keith,Action|Drama|Thriller|War,Joaquim de Almeida,Sam Jaeger,battle|massacre|navigator|navy|rescue,40000000.0,0,John Moore,Behind Enemy Lines 
2484,116.0,Shawn Andrews,Crime|Drama|Thriller,Kirk Fox,Rob Campbell,bag over head|buddhist temple|loss of friend|male bonding|nightclub,17500000.0,0,Matt Dillon,City of Ghosts 
2379,172.0,Mel Ferrer,Drama|History|War,James Mason,Stephen Boyd,2nd century|emperor|european history|loosely based on historical events|roman empire,19000000.0,1,Anthony Mann,The Fall of the Roman Empire 
